University,Description,Maps Link,Image,Faculty,Major,Annual Fee
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Commerce,"Accounting
Business Administration
Economics
Statistics
Insurance",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Specific Education,"Art Education
Music Education
Educational Media
Home Economics
Educational Technology",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Nursing,"Medical-Surgical Nursing
Critical Care Nursing
Pediatric Nursing
Obstetrics and Gynecological Nursing
Community Health Nursing
Psychiatric and Mental Health Nursing
Nursing Administration",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Law,"Public Law
Private Law
International Law
Commercial Law
Criminal Law
Civil Law
Islamic Sharia",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Physical Therapy,"Orthopedic Physical Therapy
Neurological Physical Therapy
Pediatric Physical Therapy
Cardiopulmonary Physical Therapy
Geriatric Physical Therapy
Women's Health Physical Therapy
Basic Sciences for Physical Therapy",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Oral and Dental Medicine,"Oral Medicine and Periodontology
Oral and Maxillofacial Surgery
Orthodontics
Prosthodontics
Conservative Dentistry
Endodontics
Pediatric Dentistry
Oral Pathology
Oral Biology",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Veterinary Medicine,"Animal Medicine
Surgery, Anesthesiology and Radiology
Theriogenology
Poultry Diseases
Pathology
Parasitology
Microbiology
Pharmacology
Physiology
Anatomy and Embryology
Food Hygiene and Control
Nutrition and Clinical Nutrition",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Dar El-Ulum,"Arabic Language
Islamic Studies
History
Philosophy
Literary Studies
Linguistics",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Education for Early Childhood,"Early Childhood Education
Kindergarten Education
Special Education
Child Psychology",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Regional and Urban Planning,"Urban Planning
Regional Planning
Urban Design
Infrastructure Planning",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of African Postgraduate Studies,"African Economics
African Politics
African Languages
African History
African Development Studies",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Graduate Studies for Statistical Research,"Applied Statistics
Mathematical Statistics
Biostatistics
Computer Science
Operations Research
Demography",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Graduate Studies for Education,"Curriculum and Instruction
Educational Psychology
Educational Administration
Foundations of Education
Special Education
Educational Technology",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,Faculty of Nanotechnology for Postgraduate Studies,"Nanomaterials
Nanoelectronics
Nanobiotechnology
Nanomedicine
Nanophotonics",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,National Cancer Institute (NCI),"Medical Oncology
Clinical Oncology
Radiation Oncology
Surgical Oncology
Pathology
Clinical Laboratory Sciences
Cancer Biology",
Cairo University,"Cairo University is one of Egypt's oldest and most prestigious public universities, founded in 1908 and located in Giza, Egypt. The university is recognized for its excellence in higher education, scientific research, and innovation. It offers a wide range of undergraduate and postgraduate programs across more than 25 faculties and institutes, serving over 200,000 students, including thousands of international students. Cairo University is committed to developing skilled graduates, advancing research, and contributing to the sustainable development of Egypt and the global communit","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916508/cairo_owiljq.jpg,National Institute of Laser Enhanced Sciences (NILES),"Laser Physics
Laser Chemistry
Laser Engineering Applications
Medical Laser Applications
Photonics
Optical Sciences",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,Faculty of Medicine,"General Medicine
Medical Biochemistry
Clinical Pathology
Medical Microbiology and Immunology
Pathology
Pharmacology
Physiology
Anatomy and Embryology
Forensic Medicine and Clinical Toxicology
Public Health and Community Medicine
Internal Medicine
General Surgery
Pediatrics
Obstetrics and Gynecology
Ophthalmology
Otorhinolaryngology
Dermatology
Neurology and Psychiatry
Anesthesiology and Intensive Care
Diagnostic Radiology",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,Faculty of Pharmacy,"Pharmaceutics
Pharmaceutical Chemistry
Pharmacognosy
Pharmacology and Toxicology
Clinical Pharmacy
Industrial Pharmacy
Pharmaceutical Analytical Chemistry
Biochemistry
Microbiology and Immunology",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,Faculty of Dentistry,"Oral Medicine and Periodontology
Oral and Maxillofacial Surgery
Orthodontics
Prosthodontics
Conservative Dentistry
Endodontics
Pediatric Dentistry
Oral Pathology
Oral Biology",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,"Faculty of Nursing
","Medical-Surgical Nursing
Critical Care Nursing
Pediatric Nursing
Obstetrics and Gynecological Nursing
Community Health Nursing
Psychiatric and Mental Health Nursing
Nursing Administration",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,Faculty of Veterinary Medicine,"Animal Medicine
Surgery, Anesthesiology and Radiology
Theriogenology
Poultry Diseases
Pathology
Parasitology
Microbiology
Pharmacology
Physiology
Anatomy and Embryology
Food Hygiene and Control
Nutrition and Clinical Nutrition",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,Faculty of Engineering,"Architecture Engineering
Civil Engineering
Electrical Power Engineering
Electronics and Communications Engineering
Mechanical Power Engineering
Automotive Engineering
Mechatronics Engineering
Industrial Engineering
Computer and Systems Engineering
Structural Engineering
Urban Planning Engineering",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,Faculty of Computer and Information Sciences,"Computer Science
Information Systems
Scientific Computing
Bioinformatics
Artificial Intelligence",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg," Faculty of Science
","Mathematics
Physics
Chemistry
Botany
Zoology
Geology
Biochemistry
Microbiology
Biophysics",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,Faculty of Agriculture,"Agronomy
Horticulture
Plant Protection
Soil Science
Agricultural Engineering
Agricultural Economics
Animal Production
Food Science
Biotechnology",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg, Faculty of Education,"Curriculum and Instruction
Educational Psychology
Foundations of Education
Educational Administration
Special Education
Educational Technology",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,Faculty of Specific Education,"Art Education
Music Education
Educational Media
Home Economics
Educational Technology",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg," Faculty of Al-Alsun (Languages)
","English
French
German
Spanish
Italian
Russian
Chinese
Japanese
Korean
Turkish
Persian
Hebrew
Arabic",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg," Faculty of Arts
","Arabic Language
English Language
French Language
History
Geography
Philosophy
Psychology
Sociology
Library and Information Science
Oriental Languages",
Ain Shams University,"Ain Shams University (ASU) is a premier public university in Cairo, Egypt. It is the third-oldest university in the country, hosting 21 faculties that offer world-class undergraduate and postgraduate programs. ASU is globally recognized for academic excellence, particularly in fields like Clinical Medicine, Engineering, and Agricultural Sciences.","https://maps.google.com/?q=The+British+University+in+Egypt,+Knowledge+Hub+Universities,+New+Administrative+Capital,+Egypt",https://res.cloudinary.com/yrqizhfy/image/upload/v1784916506/Ainshams_i69upi.jpg,Faculty of Law,"Public Law
Private Law
Civil Law
Criminal Law
Commercial Law
International Law
Islamic Sharia",
